◂▸|||path_join|||Join File Paths|||os.path.join([1], [2])|||path.join([1], [2])|||std::path::Path::new([1]).join([2])|||filepath.Join([1], [2])|||Path.of([1], [2]).toString()|||std::filesystem::path([1]) / [2]|||Path.Combine([1], [2])|||URL(fileURLWithPath:[1]).appendingPathComponent([2]).path|||File([1], [2]).path|||[1] \mathbin{/} [2]
📁|||dir_create|||Create Directory Tree|||os.makedirs([1], exist_ok=True)|||fs.mkdirSync([1], {recursive:true})|||std::fs::create_dir_all([1])|||os.MkdirAll([1], 0755)|||Files.createDirectories(Path.of([1]))|||std::filesystem::create_directories([1])|||Directory.CreateDirectory([1])|||try? FileManager.default.createDirectory(atPath:[1], withIntermediateDirectories:true)|||File([1]).mkdirs()|||\text{mkdir}([1])
# ==========================================
# SECTION 34 : Trigonometry & Math Constants
# ==========================================
🥧|||math_pi|||Mathematical Pi Constant|||math.pi|||Math.PI|||std::f64::consts::PI|||math.Pi|||Math.PI|||std::numbers::pi|||Math.PI|||Double.pi|||Math.PI|||\pi
📐|||math_sin|||Trigonometric Sine|||math.sin([1])|||Math.sin([1])|||[1].sin()|||math.Sin([1])|||Math.sin([1])|||std::sin([1])|||Math.Sin([1])|||sin([1])|||sin([1])|||\sin([1])
📐|||math_cos|||Trigonometric Cosine|||math.cos([1])|||Math.cos([1])|||[1].cos()|||math.Cos([1])|||Math.cos([1])|||std::cos([1])|||Math.Cos([1])|||cos([1])|||cos([1])|||\cos([1])
# ==========================================
# SECTION 35 : Advanced Date & Time Formatting
# ==========================================
📆|||date_iso|||Current Time to ISO-8601|||datetime.now().isoformat()|||new Date().toISOString()|||chrono::Utc::now().to_rfc3339()|||time.Now().Format(time.RFC3339)|||OffsetDateTime.now().toString()|||/* non-standard */|||DateTime.UtcNow.ToString("o")|||ISO8601DateFormatter().string(from:Date())|||java.time.Instant.now().toString()|||\text{iso8601}()
# ==========================================
# SECTION 36 : Bitwise Operations
# ==========================================
🔢|||bitwise_and|||Bitwise AND|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] and [2]|||[1] \wedge [2]
🔢|||bitwise_or|||Bitwise OR|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] or [2]|||[1] \vee [2]
🔢|||bitwise_xor|||Bitwise XOR|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] xor [2]|||[1] \oplus [2]
🔢|||bitwise_not|||Bitwise NOT / Complement|||~[1]|||~[1]|||![1]|||^[1]|||~[1]|||~[1]|||~[1]|||~[1]|||[1].inv()|||\neg [1]
# ==========================================
# SECTION 37 : Collection Statistics
# ==========================================
∑|||math_sum|||Sum of Collection Elements|||sum([1])|||[1].reduce((a, b) => a + b, 0)|||[1].iter().sum()|||/* manual loop */|||[1].stream().mapToDouble(x -> x).sum()|||std::accumulate([1].begin(), [1].end(), 0)|||[1].Sum()|||[1].reduce(0, +)|||[1].sum()|||\sum [1]
# ==========================================
# SECTION 38 : Thread Pausing & Delays
# ==========================================
💤|||sys_sleep|||Execution Delay / Sleep|||time.sleep([1])|||await new Promise(r => setTimeout(r, [1] * 1000))|||std::thread::sleep(std::time::Duration::from_secs([1]))|||time.Sleep([1] * time.Second)|||Thread.sleep([1] * 1000)|||std::this_thread::sleep_for(std::chrono::seconds([1]))|||Thread.Sleep([1] * 1000)|||try? await Task.sleep(nanoseconds: UInt64([1]) * 1_000_000_000)|||Thread.sleep([1] * 1000L)|||\text{sleep}([1]
# ==========================================
# SECTION 40 : Cryptographic Hashing
# ==========================================
🔒|||crypto_sha256|||SHA-256 Secure Hash|||hashlib.sha256([1].encode()).hexdigest()|||crypto.createHash('sha256').update([1]).digest('hex')|||sha2::Sha256::digest([1])|||fmt.Sprintf("%x", sha256.Sum256([]byte([1])))|||String.format("%064x", new BigInteger(1, MessageDigest.getInstance("SHA-256").digest([1].getBytes())))|||/* non-standard */|||BitConverter.ToString(SHA256.Create().ComputeHash(Encoding.UTF8.GetBytes([1]))).Replace("-", "")|||SHA256.hash(data: Data([1].utf8)).map{String(format:"%02hhx",$0)}.joined()|||MessageDigest.getInstance("SHA-256").digest([1].toByteArray()).joinToString(""){String.format("%02x",it)}||\text{sha256}([1])
# ==========================================
# SECTION 41 : Async Concurrency & Futures
# ==========================================
⏳|||async_all|||Await All Futures / Promises|||await asyncio.gather(*[1])|||await Promise.all([1])|||futures::future::join_all([1]).await|||/* sync.WaitGroup manual */|||CompletableFuture.allOf([1]).join()|||/* non-standard */|||await Task.WhenAll([1])|||/* task group / async let */|||[1].awaitAll()||\text{await\_all}([1])
# ==========================================
# SECTION 42 : Numerical Rounding
# ==========================================
🎯|||math_round|||Round to Nearest Integer|||round([1])|||Math.round([1])|||[1].round()|||math.Round([1])|||Math.round([1])|||std::round([1])|||Math.Round([1])|||round([1])|||[1].roundToInt()||\text{round}([1])
🪓|||math_trunc|||Truncate Decimal Part|||math.trunc([1])|||Math.trunc([1])|||[1].trunc()|||math.Trunc([1])|||(int)[1]|||std::trunc([1])|||Math.Truncate([1])|||trunc([1])|||kotlin.math.truncate([1])||\text{trunc}([1])
# ==========================================
# SECTION 43 : Environment Variables
# ==========================================
🔑|||env_get|||Get Environment Variable|||os.environ.get([1])|||process.env[[1]]|||std::env::var([1])|||os.Getenv([1])|||System.getenv([1])|||std::getenv([1])|||Environment.GetEnvironmentVariable([1])|||ProcessInfo.processInfo.environment[[1]]|||System.getenv([1])||\text{env}([1])
📝|||env_set|||Set Environment Variable|||os.environ[[1]] = [2]|||process.env[[1]] = [2]|||std::env::set_var([1], [2])|||os.Setenv([1], [2])|||/* read-only mapping/hack */|||setenv([1], [2], 1)||\text{setenv}([1], [2])|||Environment.SetEnvironmentVariable([1], [2])|||setenv([1], [2], 1)||\text{System.setProperty}([1], [2])||\text{env}([1] \leftarrow [2])
# ==========================================
# SECTION 44 : Basic File I/O Operations
# ==========================================
📖|||file_read|||Read Entire File to String|||open([1], 'r').read()|||fs.readFileSync([1], 'utf8')|||std::fs::read_to_string([1])|||res, _ := os.ReadFile([1])|||Files.readString(Path.of([1]))|||/* ifstream manual */|||File.ReadAllText([1])|||try? String(contentsOfFile: [1], encoding: .utf8)|||File([1]).readText()||\text{read}([1])
💾|||file_write|||Write String to File|||open([1], 'w').write([2])|||fs.writeFileSync([1], [2])|||std::fs::write([1], [2])|||os.WriteFile([1], []byte([2]), 0644)|||Files.writeString(Path.of([1]), [2])|||/* ofstream manual */|||File.WriteAllText([1], [2])|||try? [2].write(toFile: [1], atomically: true, encoding: .utf8)|||File([1]).writeText([2])||\text{write}([1], [2])
# ==========================================
# SECTION 45 : Network HTTP Requests
# ==========================================
🌐|||http_get|||HTTP GET Request (Text)|||requests.get([1]).text|||await (await fetch([1])).text()|||reqwest::get([1]).await.unwrap().text().await.unwrap()|||res, _ := http.Get([1])|||HttpClient.newHttpClient().send(HttpRequest.newBuilder().uri(URI.create([1])).build(), HttpResponse.BodyHandlers.ofString()).body()|||/* non-standard */|||await new HttpClient().GetStringAsync([1])|||try? await URLSession.shared.data(from: URL(string: [1])!).0|||URL([1]).readText()||\text{get}([1])
# ==========================================
# SECTION 46 : Regular Expression Basics
# ==========================================
🔍|||regex_match|||Regex Pattern Match|||re.match([1], [2])|||[2].match([1])|||regex::Regex::new([1]).unwrap().is_match([2])|||regexp.MatchString([1], [2])|||Pattern.matches([1], [2])|||std::regex_match([2], std::regex([1]))|||Regex.IsMatch([2], [1])|||[2].range(of: [1], options: .regularExpression) != nil|||Regex([1]).containsMatchIn([2])|||\text{match}([1], [2])
# ==========================================
# SECTION 47 : Process Control & Exits
# ==========================================
🛑|||sys_exit|||Terminate Process with Code|||sys.exit([1])|||process.exit([1])|||std::process::exit([1])|||os.Exit([1])|||System.exit([1])|||std::exit([1])|||Environment.Exit([1])|||exit([1])|||exitProcess([1])|||\text{exit}([1])
# ==========================================
# SECTION 48 : Dictionary & Map Operations
# ==========================================
🗺️|||map_init|||Map / Dictionary Initialization|||{[1]: [2]}|||{[1]: [2]}|||std::collections::HashMap::from([([1], [2])])|||map[any]any{[1]: [2]}|||Map.of([1], [2])|||std::map<any, any>{{[1], [2]}}|||new Dictionary<any, any>{{[1], [2]}}|||[[1]: [2]]|||mapOf([1] to [2])|||\{[1] \mapsto [2]\}
🔑|||map_get|||Get Value by Key|||[1].get([2])|||[1][[2]]|||[1].get(&[2])|||[1][[2]]|||[1].get([2])|||[1][[2]]|||[1][[2]]|||[1][[2]]|||[1][[2]]|||[1]([2])
# ==========================================
# SECTION 49 : Basic Algebraic Functions
# ==========================================
📐|||math_abs|||Absolute Value|||abs([1])|||Math.abs([1])|||[1].abs()|||math.Abs([1])|||Math.abs([1])|||std::abs([1])|||Math.Abs([1])|||abs([1])|||kotlin.math.abs([1])||||[1]|
💥|||math_pow|||Raise to Power|||[1] ** [2]|||Math.pow([1], [2])|||[1].pow([2])|||math.Pow([1], [2])|||Math.pow([1], [2])|||std::pow([1], [2])|||Math.Pow([1], [2])|||pow([1], [2])|||[1].toDouble().pow([2])|||[1]^{[2]}
# ==========================================
# SECTION 50 : Advanced Roots & Logarithms
# ==========================================
🧮|||math_sqrt|||Square Root|||math.sqrt([1])|||Math.sqrt([1])|||[1].sqrt()|||math.Sqrt([1])|||Math.sqrt([1])|||std::sqrt([1])|||Math.Sqrt([1])|||sqrt([1])|||kotlin.math.sqrt([1])|||\sqrt{[1]}
🪵|||math_log|||Natural Logarithm (ln)|||math.log([1])|||Math.log([1])|||[1].ln()|||math.Log([1])|||Math.log([1])|||std::log([1])|||Math.Log([1])|||log([1])|||kotlin.math.log([1])|||\ln([1])
# ==========================================
# SECTION 51 : Substring Position Analysis
# ==========================================
📍|||str_index_of|||Find Substring Index|||[1].find([2])|||[1].indexOf([2])|||[1].find([2])|||strings.Index([1], [2])|||[1].indexOf([2])|||[1].find([2])|||[1].IndexOf([2])|||[1].range(of: [2])?.lowerBound|||[1].indexOf([2])|||\text{index\_of}([1], [2])
⏬|||str_starts_with|||Check String Prefix|||[1].startswith([2])|||[1].startsWith([2])|||[1].starts_with([2])|||strings.HasPrefix([1], [2])|||[1].startsWith([2])|||[1].starts_with([2])|||[1].StartsWith([2])|||[1].hasPrefix([2])|||[1].startsWith([2])|||\text{starts\_with}([1], [2])
# ==========================================
# SECTION 52 : Explicit Data Type Parsing
# ==========================================
🔢|||parse_int|||Parse String to Integer|||int([1])|||parseInt([1], 10)|||[1].parse::<i32>().unwrap()|||strconv.Atoi([1])|||Integer.parseInt([1])|||std::stoi([1])|||int.Parse([1])|||Int([1])|||[1].toInt()|||\text{int}([1])
🌊|||parse_float|||Parse String to Float|||float([1])|||parseFloat([1])|||[1].parse::<f64>().unwrap()|||strconv.ParseFloat([1], 64)|||Double.parseDouble([1])|||std::stod([1])|||double.Parse([1])|||Double([1])|||[1].toDouble()|||\text{float}([1])
# ==========================================
# SECTION 53 : Runtime Testing Assertions
# ==========================================
⚖️|||assert_eq|||Assert Equality Test|||assert [1] == [2]|||console.assert([1] === [2])|||assert_eq!([1], [2]);|||/* manual check */|||assert [1] == [2];|||assert([1] == [2]);|||Debug.Assert([1] == [2]);|||assert([1] == [2])|||assert([1] == [2])|||[1] \equiv [2]
# ==========================================
# SECTION 54 : String Case & Modification
# ==========================================
🔤|||str_upper|||Convert to Uppercase|||[1].upper()|||[1].toUpperCase()|||[1].to_uppercase()|||strings.ToUpper([1])|||[1].toUpperCase()|||/* manual/boost */|||[1].ToUpper()|||[1].uppercased()|||[1].uppercase()|||\text{upper}([1])
🔤|||str_lower|||Convert to Lowercase|||[1].lower()|||[1].toLowerCase()|||[1].to_lowercase()|||strings.ToLower([1])|||[1].toLowerCase()|||/* manual/boost */|||[1].ToLower()|||[1].lowercased()|||[1].lowercase()|||\text{lower}([1])
✂️|||str_trim|||Trim Whitespace|||[1].strip()|||[1].trim()|||[1].trim()|||strings.TrimSpace([1])|||[1].trim()|||/* manual/boost */|||[1].Trim()|||[1].trimmingCharacters(in: .whitespacesAndNewlines)|||[1].trim()|||\text{trim}([1])
# ==========================================
# SECTION 55 : Basic Functional List Operations
# ==========================================
🗺️|||list_map|||Map Function Over List|||list(map([1], [2]))|||[2].map([1])|||[2].iter().map([1]).collect::<Vec<_>>()|||/* manual loop */|||[2].stream().map([1]).collect(Collectors.toList())|||std::transform([2].begin(), [2].end(), res.begin(), [1])|||[2].Select([1])|||[2].map([1])|||[2].map([1])||\text{map}([1], [2])
🛡️|||list_filter|||Filter List by Predicate|||list(filter([1], [2]))|||[2].filter([1])|||[2].into_iter().filter([1]).collect::<Vec<_>>()|||/* manual loop */|||[2].stream().filter([1]).collect(Collectors.toList())|||/* std::copy_if manual */|||[2].Where([1])|||[2].filter([1])|||[2].filter([1])||\text{filter}([1], [2])
# ==========================================
# SECTION 56 : Exception & Error Handling
# ==========================================
🚨|||error_throw|||Raise / Throw Exception|||raise Exception([1])|||throw new Error([1])|||panic!([1])|||panic([1])|||throw new Exception([1])|||throw std::runtime_error([1])|||throw new Exception([1])|||throw MyError.runtimeError([1])|||throw Exception([1])||\text{throw}([1])
# ==========================================
# SECTION 57 : Diagnostic Console Outputs
# ==========================================
📢|||log_error|||Write to Standard Error|||print([1], file=sys.stderr)|||console.error([1])|||eprintln!([1])|||fmt.Fprintln(os.Stderr, [1])|||System.err.println([1])|||std::cerr << [1] << std::endl;|||Console.Error.WriteLine([1])|||fputs([1], stderr)|||System.err.println([1])||\text{stderr}([1])
# ==========================================
# SECTION 58 : Collection Sorting & Ordering
# ==========================================
🔀|||list_sort|||Sort Collection Elements|||sorted([1])|||[1].sort()|||[1].sort()|||sort.Slice([1], func(i, j int) bool { return [1][i] < [1][j] })|||Collections.sort([1])|||std::sort([1].begin(), [1].end())|||[1].Sort()|||[1].sort()|||[1].sort()||\text{sort}([1])
🔄|||list_reverse|||Reverse Collection Order|||[1][::-1]|||[1].reverse()|||[1].reverse()|||/* manual loop */|||Collections.reverse([1])|||std::reverse([1].begin(), [1].end())|||[1].Reverse()|||[1].reverse()|||[1].reverse()||\text{reverse}([1])
# ==========================================
# SECTION 59 : String Segmentation & Merging
# ==========================================
✂️|||str_split|||Split String by Delimiter|||[1].split([2])|||[1].split([2])|||[1].split([2]).collect::<Vec<_>>()|||strings.Split([1], [2])|||[1].split([2])|||/* manual stringstream */|||[1].Split([2])|||[1].components(separatedBy: [2])|||[1].split([2])||\text{split}([1], [2])
🧵|||str_join|||Join Elements with Separator|||[2].join([1])|||[1].join([2])|||[1].join([2])|||strings.Join([1], [2])|||String.join([2], [1])|||/* manual loop */|||String.Join([2], [1])|||[1].joined(separator: [2])|||[1].joinToString([2])||\text{join}([1], [2])
# ==========================================
# SECTION 60 : Key-Value Inspection
# ==========================================
🔑|||map_keys|||Extract Map Keys|||list([1].keys())|||Object.keys([1])|||[1].keys().collect::<Vec<_>>()|||/* manual loop */|||new ArrayList<>([1].keySet())|||/* manual loop */|||new List<any>([1].Keys)|||Array([1].keys)|||[1].keys.toList()||\text{dom}([1])
💎|||map_values|||Extract Map Values|||list([1].values())|||Object.values([1])|||[1].values().collect::<Vec<_>>()|||/* manual loop */|||new ArrayList<>([1].values())|||/* manual loop */|||new List<any>([1].Values)|||Array([1].values)|||[1].values.toList()||\text{ran}([1])
# ==========================================
# SECTION 61 : Mathematical Exponentials & Constants
# ==========================================
e|||math_exp|||Natural Exponential|||math.exp([1])|||Math.exp([1])|||[1].exp()|||math.Exp([1])|||Math.exp([1])|||std::exp([1])|||Math.Exp([1])|||exp([1])|||kotlin.math.exp([1])|||e^{[1]}
🌿|||math_e|||Euler's Constant e|||math.e|||Math.E|||std::f64::consts::E|||math.E|||Math.E|||std::numbers::e|||Math.E|||M_E|||kotlin.math.E|||e
# ==========================================
# SECTION 62 : Advanced String Alterations
# ==========================================
🔄|||str_replace|||Replace Substring Pattern|||[1].replace([2], [3])|||[1].replace([2], [3])|||[1].replace([2], [3])|||strings.ReplaceAll([1], [2], [3])|||[1].replace([2], [3])|||/* manual/boost */|||[1].Replace([2], [3])|||[1].replacingOccurrences(of: [2], with: [3])|||[1].replace([2], [3])|||\text{replace}([1], [2], [3])
🔁|||str_repeat|||Repeat String N Times|||[1] * [2]|||[1].repeat([2])|||[1].repeat([2])|||strings.Repeat([1], [2])|||[1].repeat([2])|||/* manual loop */|||new string([1][0], [2])|||String(repeating: [1], count: [2])|||[1].repeat([2])|||[1] \times [2]
# ==========================================
# SECTION 63 : List Membership & Extraction
# ==========================================
🍰|||list_slice|||Extract Sublist Slice|||[1][[2]:[3]]|||[1].slice([2], [3])|||[1][[2]..[3]].to_vec()|||[1][[2]:[3]]|||[1].subList([2], [3])|||std::vector<T>([1].begin()+[2], [1].begin()+[3])|||[1].GetRange([2], [3]-[2])|||Array([1][[2]..<[3]])|||[1].subList([2], [3])|||[1]_{[[2]:[3]]}
🔍|||list_contains|||Check List Membership|||[2] in [1]|||[1].includes([2])|||[1].contains(&[2])|||/* manual loop */|||[1].contains([2])|||std::find([1].begin(), [1].end(), [2]) != [1].end()|||[1].Contains([2])|||[1].contains([2])|||[1].contains([2])|||[2] \in [1]
# ==========================================
# SECTION 64 : Stack & Queue Operations
# ==========================================
➕|||list_push|||Append Element to List|||[1].append([2])|||[1].push([2])|||[1].push([2])|||append([1], [2])|||[1].add([2])|||[1].push_back([2])|||[1].Add([2])|||[1].append([2])|||[1].add([2])|||[1] \leftarrow [2]
🔗|||list_concat|||Concatenate Two Lists|||[1] + [2]|||[1].concat([2])|||[1].extend([2])|||append([1], [2]...)|||/* manual addAll */|||[1].insert([1].end(), [2].begin(), [2].end())|||[1].AddRange([2])|||[1] + [2]|||[1] + [2]|||[1] \parallel [2]
# ==========================================
# SECTION 65 : Environment & CLI Reflection
# ==========================================
💻|||sys_args|||Get Command Line Arguments|||sys.argv|||process.argv|||std::env::args().collect::<Vec<_>>()|||os.Args|||Arrays.asList(args)|||/* main params */|||Environment.GetCommandLineArgs()|||CommandLine.arguments|||args.toList()|||\text{args}
🏠|||sys_cwd|||Get Current Working Directory|||os.getcwd()|||process.cwd()|||std::env::current_dir().unwrap()|||os.Getwd()|||System.getProperty("user.dir")|||std::filesystem::current_path()|||Directory.GetCurrentDirectory()|||FileManager.default.currentDirectoryPath|||System.getProperty("user.dir")|||\text{cwd}
# ==========================================
# SECTION 66 : Date & Time Management
# ==========================================
🕒|||time_now|||Get Current Date/Time Object|||datetime.datetime.now()|||new Date()|||chrono::Local::now()|||time.Now()|||LocalDateTime.now()|||std::chrono::system_clock::now()|||DateTime.Now|||Date()|||LocalDateTime.now()||\text{now}()
⏳|||time_epoch|||Get Unix Timestamp (Seconds)|||int(time.time())|||Math.floor(Date.now() / 1000)|||std::time::SystemTime::now().duration_since(std::time::UNIX_EPOCH).unwrap().as_secs()|||time.Now().Unix()|||Instant.now().getEpochSecond()|||std::time(nullptr)|||DateTimeOffset.UtcNow.ToUnixTimeSeconds()|||Int(Date().timeIntervalSince1970)|||Instant.now().epochSecond||\text{epoch}()
# ==========================================
# SECTION 67 : Base64 Data Encoding
# ==========================================
🔏|||base64_encode|||Base64 Encode String|||base64.b64encode([1].encode()).decode()|||btoa([1])|||base64::encode([1])|||base64.StdEncoding.EncodeToString([]byte([1]))|||Base64.getEncoder().encodeToString([1].getBytes())|||/* non-standard */|||Convert.ToBase64String(Encoding.UTF8.GetBytes([1]))|||Data([1].utf8).base64EncodedString()|||Base64.getEncoder().encodeToString([1].toByteArray())||\text{b64enc}([1])
🔓|||base64_decode|||Base64 Decode String|||base64.b64decode([1].encode()).decode()|||atob([1])|||String::from_utf8(base64::decode([1]).unwrap()).unwrap()|||res, _ := base64.StdEncoding.DecodeString([1])|||new String(Base64.getDecoder().decode([1]))|||/* non-standard */|||Encoding.UTF8.GetString(Convert.FromBase64String([1]))|||String(data: Data(base64Encoded: [1])!, encoding: .utf8)|||String(Base64.getDecoder().decode([1]))||\text{b64dec}([1])
# ==========================================
# SECTION 68 : Concurrency & Thread Spawning
# ==========================================
🚀|||thread_spawn|||Spawn Background Thread / Task|||threading.Thread(target=[1]).start()|||/* Web Worker / cluster */|||std::thread::spawn([1]);|||go [1]()|||new Thread([1]).start()|||std::thread([1]).detach()|||Task.Run([1])|||Thread { [1] }.start()|||Thread { [1] }.start()||\text{spawn}([1])
# ==========================================
# SECTION 69 : Network HTTP POST
# ==========================================
📮|||http_post|||HTTP POST JSON Request|||requests.post([1], json=[2]).text|||await (await fetch([1], {method: 'POST', body: JSON.stringify([2]), headers: {'Content-Type': 'application/json'}})).text()|||reqwest::Client::new().post([1]).json(&[2]).send().await.unwrap().text().await.unwrap()|||/* manual http.Post json */|||HttpClient.newHttpClient().send(HttpRequest.newBuilder().uri(URI.create([1])).header("Content-Type", "application/json").POST(HttpRequest.BodyPublishers.ofString([2])).build(), HttpResponse.BodyHandlers.ofString()).body()|||/* non-standard */|||await new HttpClient().PostAsync([1], new StringContent([2], Encoding.UTF8, "application/json"))|||/* manual URLRequest */|||/* manual HttpURLConnection */||\text{post}([1], [2])
# ==========================================
# SECTION 70 : Bitwise Shift Operations
# ==========================================
🔢|||bitwise_lshift|||Bitwise Left Shift|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] shl [2]|||[1] \ll [2]
🔢|||bitwise_rshift|||Bitwise Right Shift|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] shr [2]|||[1] \gg [2]
# ==========================================
# SECTION 71 : Trigonometric Functions
# ==========================================
📐|||math_sin|||Trigonometric Sine|||math.sin([1])|||Math.sin([1])|||[1].sin()|||math.Sin([1])|||Math.sin([1])|||std::sin([1])|||Math.Sin([1])|||sin([1])|||kotlin.math.sin([1])||\sin([1])
📐|||math_cos|||Trigonometric Cosine|||math.cos([1])|||Math.cos([1])|||[1].cos()|||math.Cos([1])|||Math.cos([1])|||std::cos([1])|||Math.Cos([1])|||cos([1])|||kotlin.math.cos([1])||\cos([1])
# ==========================================
# SECTION 72 : Collection Sizes & Lengths
# ==========================================
📏|||list_len|||Get List/Array Length|||len([1])|||[1].length|||[1].len()|||len([1])|||[1].size()|||[1].size()|||[1].Count|||[1].count|||[1].size||\text{len}([1])
📏|||str_len|||Get String Length|||len([1])|||[1].length|||[1].len()|||len([1])|||[1].length()|||[1].length()|||[1].Length|||[1].count|||[1].length||\text{len}([1])
# ==========================================
# SECTION 73 : Mathematical Extrema
# ==========================================
📉|||math_min|||Minimum of Two Values|||min([1], [2])|||Math.min([1], [2])|||std::cmp::min([1], [2])|||math.Min([1], [2])|||Math.min([1], [2])|||std::min([1], [2])|||Math.Min([1], [2])|||min([1], [2])|||kotlin.math.min([1], [2])||\min([1], [2])
📈|||math_max|||Maximum of Two Values|||max([1], [2])|||Math.max([1], [2])|||std::cmp::max([1], [2])|||math.Max([1], [2])|||Math.max([1], [2])|||std::max([1], [2])|||Math.Max([1], [2])|||max([1], [2])|||kotlin.math.max([1], [2])||\max([1], [2])
# ==========================================
# SECTION 74 : Floor & Ceiling Rounding
# ==========================================
👇|||math_floor|||Floor Rounding (Down)|||math.floor([1])|||Math.floor([1])|||[1].floor()|||math.Floor([1])|||Math.floor([1])|||std::floor([1])|||Math.Floor([1])|||floor([1])|||kotlin.math.floor([1])||\lfloor [1] \rfloor
☝️|||math_ceil|||Ceiling Rounding (Up)|||math.ceil([1])|||Math.ceil([1])|||[1].ceil()|||math.Ceil([1])|||Math.ceil([1])|||std::ceil([1])|||Math.Ceiling([1])|||ceil([1])|||kotlin.math.ceil([1])||\lceil [1] \rceil
# ==========================================
# SECTION 75 : Geometric Constants & Tangents
# ==========================================
🥧|||math_pi|||Archimedes' Constant Pi|||math.pi|||Math.PI|||std::f64::consts::PI|||math.Pi|||Math.PI|||std::numbers::pi|||Math.PI|||Double.pi|||kotlin.math.PI||\pi
📐|||math_tan|||Trigonometric Tangent|||math.tan([1])|||Math.tan([1])|||[1].tan()|||math.Tan([1])|||Math.tan([1])|||std::tan([1])|||Math.Tan([1])|||tan([1])|||kotlin.math.tan([1])||\tan([1])
# ==========================================
# SECTION 76 : Pseudorandom Generation
# ==========================================
🎲|||math_random|||Random Float (0 to 1)|||random.random()|||Math.random()|||rand::random::<f64>()|||rand.Float64()|||Math.random()|||/* non-standard */|||new Random().NextDouble()|||Double.random(in: 0...1)|||Math.random()||\text{rand}()
# ==========================================
# SECTION 77 : Advanced String Suffixes
# ==========================================
⏫|||str_ends_with|||Check String Suffix|||[1].endswith([2])|||[1].endsWith([2])|||[1].ends_with([2])|||strings.HasSuffix([1], [2])|||[1].endsWith([2])|||[1].ends_with([2])|||[1].EndsWith([2])|||[1].hasSuffix([2])|||[1].endsWith([2])||\text{ends\_with}([1], [2])
# ==========================================
# SECTION 78 : Set Operations & Insertion
# ==========================================
🎨|||set_init|||Set Initialization|||set([1])|||new Set([1])|||std::collections::HashSet::from([1])|||/* manual map */|||new HashSet<>(Arrays.asList([1]))|||std::set<any>{[1]}|||new HashSet<any>{[1]}|||Set([1])|||hashSetOf([1])||\{[1]\}
➕|||set_add|||Add Element to Set|||[1].add([2])|||[1].add([2])|||[1].insert([2])|||[1][[2]] = true|||[1].add([2])|||[1].insert([2])|||[1].Add([2])|||[1].insert([2])|||[1].add([2])|||[1] \cup \{[2]\}
# ==========================================
# SECTION 79 : Advanced Set Algebra
# ==========================================
🤝|||set_union|||Set Union Algebra|||[1].union([2])|||new Set([...[1], ...[2]])|||[1].union(&[2])|||/* manual loop */|||/* addAll */|||/* std::set_union */|||/* UnionWith */|||[1].union([2])|||[1].union([2])|||[1] \cup [2]
🔀|||set_intersect|||Set Intersection Algebra|||[1].intersection([2])|||new Set([...[1]].filter(x => [2].has(x)))|||[1].intersection(&[2])|||/* manual loop */|||/* retainAll */|||/* std::set_intersection */|||/* IntersectWith */|||[1].intersection([2])|||[1].intersect([2])|||[1] \cap [2]
# ==========================================
# SECTION 80 : File System Diagnostics & Removals
# ==========================================
🔍|||file_exists|||Check File Existence|||os.path.exists([1])|||fs.existsSync([1])|||std::path::Path::new([1]).exists()|||_, err := os.Stat([1]); !os.IsNotExist(err)|||Files.exists(Path.of([1]))|||std::filesystem::exists([1])|||File.Exists([1])|||FileManager.default.fileExists(atPath: [1])|||File([1]).exists()||\text{exists}([1])
🗑️|||file_delete|||Delete File from Disk|||os.remove([1])|||fs.unlinkSync([1])|||std::fs::remove_file([1])|||os.Remove([1])|||Files.delete(Path.of([1]))|||std::filesystem::remove([1])|||File.Delete([1])|||try? FileManager.default.removeItem(atPath: [1])|||File([1]).delete()||\text{delete}([1])
# ==========================================
# SECTION 81 : Execution Delays & Pauses
# ==========================================
⏳|||sys_sleep|||Execution Delay (Seconds)|||time.sleep([1])|||await new Promise(r => setTimeout(r, [1]*1000))|||std::thread::sleep(std::time::Duration::from_secs([1]))|||time.Sleep([1] * time.Second)|||Thread.sleep([1]*1000)|||std::this_thread::sleep_for(std::chrono::seconds([1]))|||Thread.Sleep([1]*1000)|||try? await Task.sleep(nanoseconds: UInt64([1] * 1_000_000_000))|||Thread.sleep([1]*1000L)||\text{sleep}([1])
# ==========================================
# SECTION 82 : Environment Variables
# ==========================================
